dormitorios,baños,pies_cuadrados_vivienda,pisos,pies_cuadrados_sin_sotano,pies_cuadrados_sótano,pies_cuadrados_vivienda_15,precio,estado,frente_al_mar,vista,código_postal
2,2.0,840,1.5,840,0,1430,308500,5,0,0,98106
5,2.25,3320,1.0,1660,1660,3320,989900,5,0,0,98040
4,2.25,2050,2.0,2050,0,2330,299000,4,0,0,98042
2,1.75,1560,2.0,1560,0,1000,295000,3,0,0,98065
2,1.0,800,1.0,800,0,1170,110000,3,0,0,98168
2,1.0,1190,1.0,1190,0,1470,295950,3,0,0,98133
3,1.75,1300,1.0,650,650,1420,270000,4,0,0,98106
4,2.5,3400,2.0,3400,0,3180,712000,3,0,0,98010
2,1.5,1170,3.0,1170,0,1310,475000,3,0,0,98107
4,2.5,2510,2.0,2510,0,2570,410000,3,0,0,98056
4,2.25,2510,1.0,1810,700,2450,588000,4,0,0,98034
3,2.5,2390,2.0,1970,420,2390,420000,3,0,0,98072
4,2.25,2200,2.0,2200,0,2200,355000,3,0,0,98038
2,1.0,2550,1.0,1610,940,2030,446000,4,0,1,98198
4,2.25,2560,1.0,1760,800,2240,765000,4,0,0,98052
3,3.75,3250,2.0,2370,880,1840,967500,4,0,2,98199
2,2.0,1340,1.0,1340,0,1350,381000,3,0,0,98053
3,2.25,2840,2.0,2840,0,2600,490000,4,0,0,98092
4,2.25,2480,1.0,1900,580,2640,716000,4,0,0,98052
5,3.5,3060,2.0,3060,0,2680,605000,3,0,0,98056
4,2.5,2910,2.0,2910,0,2770,312200,3,0,0,98003
4,1.0,1900,1.0,1290,610,1950,327000,4,0,0,98166
4,1.75,1300,1.0,1300,0,2120,229950,4,0,0,98001
3,1.5,1480,1.0,1000,480,1470,160000,3,0,0,98023
3,1.0,1250,1.0,1250,0,1590,255000,4,0,0,98059
4,2.5,2000,1.5,1220,780,1560,530000,4,0,0,98117
3,1.5,1330,1.0,900,430,1400,239000,3,0,0,98188
3,2.25,1840,1.0,1270,570,1840,285000,4,0,0,98031
4,2.0,1560,1.5,1140,420,1850,537000,3,0,0,98105
3,2.5,3150,2.0,3150,0,2280,530000,3,0,0,98014
3,2.25,1560,2.0,1560,0,1640,213675,3,0,0,98023
5,2.5,2910,1.0,1690,1220,2830,530000,4,0,0,98008
3,2.5,2940,2.0,2940,0,2980,780000,3,0,0,98075
3,1.0,950,1.0,950,0,1540,390000,4,0,0,98144
2,1.0,1200,1.0,1070,130,1770,450000,3,0,0,98126
2,1.0,1000,1.0,1000,0,1380,420000,3,0,0,98118
3,2.0,1490,1.0,1490,0,1490,550000,3,0,0,98107
2,1.0,600,1.0,600,0,1060,110000,3,0,0,98168
2,1.75,2320,1.5,1720,600,2380,700000,3,0,2,98144
4,2.5,3190,2.0,3190,0,2110,807500,3,0,0,98074
2,1.0,990,1.0,990,0,1560,179000,3,0,0,98003
4,2.75,2890,2.0,2890,0,2880,655000,4,0,0,98077
3,2.0,1790,1.0,1240,550,1470,472500,4,0,0,98133
4,2.5,2350,2.0,2350,0,2480,299000,3,0,0,98092
4,2.5,3430,2.0,3430,0,3480,740000,3,0,0,98034
3,1.75,2600,1.0,1700,900,2940,860000,4,0,0,98004
4,3.0,2130,1.0,1440,690,1240,620000,5,0,0,98116
3,1.75,1660,1.0,960,700,1510,410000,3,0,0,98146
5,3.5,2473,2.0,2473,0,2040,343000,5,0,1,98198
2,2.75,1430,2.0,995,435,1500,465000,3,0,0,98112
3,2.25,1570,2.0,1570,0,1680,273950,3,0,0,98092
2,1.0,1240,1.0,1240,0,1550,825000,4,0,1,98056
3,2.5,1720,2.0,1720,0,1710,255000,3,0,0,98022
3,2.0,1140,1.0,1140,0,1720,250000,4,0,0,98022
4,3.25,2690,2.0,1720,970,2400,635000,3,0,3,98155
3,1.75,1520,1.0,1520,0,2060,240000,3,0,0,98023
4,2.25,2040,2.0,2040,0,1670,670000,3,0,0,98033
3,2.5,2830,1.0,1730,1100,2040,713414,3,0,3,98126
3,1.5,1340,1.0,1340,0,1300,245000,4,0,0,98198
4,2.5,2520,1.0,1680,840,2590,600000,4,0,0,98155
3,2.5,1660,2.0,1660,0,1810,270000,3,0,0,98198
2,1.0,880,1.0,880,0,1060,190000,3,0,0,98056
3,2.0,980,1.0,980,0,1970,435000,3,0,0,98144
4,1.0,1360,1.5,1360,0,1010,560000,2,0,0,98122
3,3.75,3710,2.0,2910,800,2390,998000,3,0,0,98075
3,1.0,940,1.0,940,0,1710,725000,4,0,0,98004
2,1.0,970,1.0,970,0,1340,210000,3,0,0,98056
3,2.25,1500,3.0,1500,0,1500,513000,3,0,0,98103
5,2.5,2780,1.0,1390,1390,1790,290000,4,0,0,98001
3,2.25,1860,2.0,1860,0,1820,330000,3,0,0,98038
3,1.0,1010,1.0,1010,0,1170,189000,3,0,0,98058
3,2.25,2850,2.0,1900,950,1680,907500,4,0,2,98115
3,2.25,2280,1.0,2280,0,2280,410000,3,0,0,98014
4,3.0,3080,2.0,3080,0,2810,1050000,5,0,3,98006
4,2.5,2280,1.5,1510,770,2140,622100,4,0,0,98125
3,1.5,2030,1.0,1310,720,1330,250000,4,0,0,98001
3,2.75,3640,1.0,2060,1580,3110,925000,4,0,0,98006
3,2.0,1760,1.0,960,800,1500,554000,3,0,0,98117
3,2.5,2760,2.0,2760,0,1940,545000,3,0,0,98056
3,2.5,2650,2.0,2650,0,2200,660000,3,0,0,98155
4,2.0,1480,1.0,1480,0,2130,260000,4,0,0,98055
3,1.0,860,1.0,860,0,1150,219900,3,0,0,98178
4,2.5,2610,2.0,2610,0,2470,373500,3,0,0,98038
2,1.0,1470,1.0,1470,0,2600,380000,4,0,0,98027
4,2.5,4570,2.0,4570,0,4490,1060000,3,0,2,98074
3,2.25,1760,2.0,1760,0,1810,450000,4,0,0,98056
3,1.75,2040,1.0,2040,0,2010,379950,3,0,0,98038
3,3.5,3470,3.0,3470,0,3430,834800,3,0,0,98034
2,1.0,680,1.0,680,0,1610,365000,3,0,0,98122
2,2.0,1494,2.0,1494,0,1494,465000,3,1,4,98070
3,1.5,1250,1.0,1250,0,1030,452000,3,0,0,98117
3,3.0,3570,2.0,2710,860,2550,840000,3,0,2,98116
4,2.0,2000,1.5,1480,520,1110,465000,3,0,0,98136
3,2.5,2030,2.0,2030,0,2030,295000,3,0,0,98042
3,1.0,1390,1.0,1390,0,1230,396000,4,0,0,98133
2,1.0,1030,1.5,1030,0,1790,397000,3,0,0,98115
3,1.0,1280,1.5,1280,0,1430,240000,4,0,0,98146
3,2.5,2370,2.0,2370,0,1590,300523,3,0,0,98119
3,2.0,1380,2.0,1380,0,1460,215500,2,0,0,98001
5,3.0,2320,1.0,1370,950,2090,552500,4,0,0,98052
5,1.5,2050,1.0,1520,530,1840,375000,3,0,0,98055
3,1.0,1210,1.0,1210,0,1880,160000,2,0,0,98070
4,2.5,3270,2.0,3270,0,4180,1070000,3,0,0,98006
3,2.5,2450,2.0,1800,650,2220,952000,4,0,0,98102
5,1.75,1890,1.5,1090,800,1610,523460,3,0,0,98107
4,2.5,2007,2.0,2007,0,2189,305950,3,0,0,98092
3,2.5,1430,2.0,1430,0,1580,220000,3,0,0,98022
2,1.75,2056,1.0,1048,1008,2220,289000,4,0,0,98001
5,2.5,2210,1.0,1430,780,2720,648000,3,0,2,98155
5,1.75,2330,1.5,2080,250,2150,825000,3,0,0,98199
4,2.0,2070,2.0,2070,0,1880,400000,3,0,0,98011
2,2.5,1480,3.0,1480,0,1390,420000,3,0,0,98052
2,1.75,1160,2.0,1160,0,1990,389000,4,0,1,98118
4,2.5,2520,2.0,2520,0,1810,865000,3,0,0,98117
2,1.0,1770,1.0,1220,550,2790,345000,3,0,3,98023
3,2.5,3110,2.0,2430,680,2420,700000,3,0,0,98038
3,2.5,1680,2.0,1680,0,1860,550000,3,0,0,98052
3,1.0,1320,1.5,1320,0,1320,201500,3,0,0,98116
3,1.0,1320,1.5,1320,0,1320,459000,3,0,0,98116
3,2.5,1810,1.0,1310,500,2240,327000,3,0,0,98058
1,1.0,1140,1.5,1140,0,1350,540000,3,0,0,98103
5,2.5,4600,1.0,2300,2300,2890,805000,3,0,3,98177
3,2.0,1840,1.0,1840,0,2010,521000,4,0,0,98136
3,1.5,2000,1.0,1520,480,2000,375000,3,0,0,98118
3,1.75,1480,1.0,1080,400,1660,235000,4,0,0,98023
4,2.5,2040,2.0,2040,0,1730,240000,3,0,0,98042
4,2.25,2060,1.0,2060,0,2360,575000,4,0,0,98008
4,2.5,3002,2.0,3002,0,2566,394500,3,0,0,98055
3,1.0,1060,1.0,1060,0,1380,174950,5,0,0,98042
4,2.0,1830,1.0,1060,770,1950,383000,4,0,0,98059
3,2.0,1550,1.0,1550,0,1510,249950,4,0,0,98059
3,2.5,1690,2.0,1690,0,1690,431000,3,0,0,98052
3,1.75,2580,1.0,1290,1290,2280,459900,4,0,0,98006
5,2.5,2510,1.0,1490,1020,1840,475000,4,0,0,98034
3,2.25,1290,2.0,1290,0,1700,605000,4,0,0,98112
4,2.0,1450,1.0,1450,0,1430,234950,3,0,0,98001
4,2.5,2690,2.0,2690,0,2160,419000,3,0,0,98058
4,3.25,3340,1.5,2240,1100,2880,910000,3,0,0,98052
4,2.5,2600,2.0,2600,0,2550,392000,3,0,0,98058
3,2.5,3140,2.0,2500,640,2370,915000,3,0,0,98052
3,3.25,3800,2.0,3800,0,2480,630000,3,0,3,98011
4,1.75,2320,1.0,1160,1160,2240,416100,3,0,3,98178
4,2.5,2360,1.0,1440,920,1450,285000,4,0,0,98001
4,1.5,1100,1.0,1100,0,1100,353000,4,0,0,98033
3,2.0,1390,1.0,1390,0,1960,297950,3,0,0,98055
2,2.0,2180,2.0,2180,0,2890,750000,3,0,0,98034
3,3.0,1730,3.5,1730,0,1370,525000,3,0,0,98107
5,1.75,2760,1.0,1510,1250,1720,495000,3,0,0,98155
3,1.75,2430,1.0,1620,810,2140,710000,5,0,1,98117
3,2.0,2010,1.0,2010,0,1490,310000,3,0,0,98034
5,1.75,1730,1.0,1050,680,1350,205000,4,0,0,98042
3,3.0,2450,1.5,2450,0,2300,530000,3,0,3,98022
4,2.5,3300,2.0,3300,0,3550,725000,3,0,0,98059
2,1.0,720,1.0,720,0,1450,195000,4,0,0,98155
3,2.0,1240,1.0,1000,240,1330,401000,3,0,0,98074
5,2.5,3050,1.0,1650,1400,2970,1030000,4,0,4,98006
3,1.5,1590,1.5,1590,0,1780,251000,4,0,0,98022
3,2.0,2040,1.0,1020,1020,1600,667500,4,0,0,98115
4,2.5,1840,2.0,1840,0,2030,300000,3,0,0,98031
4,2.25,1960,2.0,1960,0,1960,610000,4,0,0,98052
4,5.0,4110,2.0,4110,0,3650,1040000,4,0,0,98005
3,2.25,1830,1.0,1400,430,1830,430000,3,0,0,98072
2,1.0,1330,1.0,1330,0,1280,455000,2,0,0,98014
5,2.0,2190,1.0,1110,1080,1660,600000,5,0,0,98052
3,3.25,1720,2.5,1410,310,1490,638000,3,0,2,98122
3,1.75,1710,1.0,1360,350,1490,561000,4,0,0,98136
3,2.5,2180,1.0,1240,940,2000,625000,4,0,0,98116
3,1.75,1700,1.0,1180,520,1500,263950,5,0,0,98092
3,2.5,2960,2.0,2960,0,2960,740000,4,0,2,98008
3,1.0,1330,1.0,1330,0,1200,234999,3,0,0,98188
4,2.5,1940,2.0,1940,0,1900,380000,3,0,0,98058
3,2.25,1500,1.0,1170,330,1690,329500,3,0,0,98019
4,2.5,2230,1.0,1230,1000,2230,464950,4,0,0,98027
3,2.25,1700,1.0,1340,360,2340,500000,3,0,0,98125
4,1.5,1840,1.5,1840,0,1690,415000,4,0,0,98177
3,2.25,2100,2.0,2100,0,2396,437500,3,0,0,98070
7,2.5,2580,1.0,1880,700,2280,599000,4,0,0,98122
4,2.5,2350,2.0,2350,0,2330,367000,3,0,0,98042
2,1.0,760,1.0,760,0,1630,530000,3,0,0,98107
5,3.5,3280,2.0,2440,840,1980,989000,3,0,0,98117
3,2.0,1320,1.0,1020,300,2410,462600,4,0,0,98118
3,2.5,1690,1.0,1690,0,2260,875000,3,0,0,98040
3,2.25,2060,1.0,1600,460,1870,335000,4,0,2,98001
4,2.0,1450,1.0,1450,0,980,393000,5,0,0,98108
3,2.5,2830,2.0,2830,0,2500,590000,3,0,0,98028
4,2.75,1890,2.0,1200,690,1650,671000,3,0,0,98199
3,3.25,2610,1.5,1660,950,2110,925000,4,0,0,98103
3,2.25,1900,1.0,1250,650,1560,245000,3,0,0,98146
3,1.0,930,1.0,930,0,960,392500,3,0,0,98115
4,2.0,2730,1.0,1410,1320,2730,505000,4,0,0,98155
4,2.5,2650,2.0,2650,0,2640,702000,3,0,0,98053
2,1.0,1010,1.0,1010,0,1480,337000,3,0,0,98136
4,2.5,3550,2.0,3550,0,3310,920000,3,0,0,98027
3,1.75,2130,1.0,1720,410,1540,495500,3,0,0,98125
2,1.75,1840,1.0,1570,270,1282,245000,3,0,0,98030
2,1.0,1320,1.5,1320,0,1320,395000,4,0,0,98144
3,1.0,990,1.0,990,0,1450,335000,3,0,0,98034
2,1.75,1020,1.0,1020,0,1160,187000,4,0,0,98022
4,2.0,1570,1.0,1570,0,1530,450000,4,0,0,98007
4,2.25,1930,1.0,1360,570,1760,280000,4,0,0,98030
2,1.0,1000,1.0,1000,0,1560,265000,3,0,0,98019
3,1.75,1930,1.0,1930,0,2350,795000,3,0,0,98040
3,1.5,2240,2.0,1370,870,1690,510000,3,0,0,98115
4,2.5,2190,1.0,1430,760,2580,699900,4,0,0,98006
4,2.75,2400,1.0,1760,640,2400,839000,4,0,2,98008
4,1.75,1970,1.0,1220,750,1690,396000,4,0,0,98028
3,2.25,2860,2.0,2860,0,1760,365000,3,0,0,98058
3,2.25,1900,1.0,1220,680,1900,440000,3,0,0,98008
4,2.5,2090,2.0,2090,0,2250,405000,3,0,0,98058
3,1.5,850,1.0,850,0,850,295000,3,0,0,98106
4,2.5,1840,2.0,1400,440,1840,275000,3,0,0,98106
2,1.0,820,1.0,820,0,1580,295000,3,0,0,98042
3,3.5,3190,2.0,2560,630,3120,795000,3,0,0,98052
5,3.5,3480,2.0,2490,990,2540,650000,4,0,0,98075
3,1.0,1690,1.0,1690,0,1130,260000,4,0,0,98166
2,2.5,1650,2.0,1650,0,1760,382000,3,0,2,98065
4,2.5,2590,2.0,2590,0,2280,790100,3,0,0,98052
4,2.5,2160,2.0,2160,0,1790,220000,3,0,0,98001
4,3.5,3500,2.0,2500,1000,2350,799000,3,0,0,98006
4,2.75,2190,2.0,2190,0,1920,367300,3,0,0,98001
4,2.0,1890,1.5,1490,400,1640,805000,3,0,0,98103
2,1.0,1860,1.0,1010,850,1540,730000,3,0,0,98105
3,2.0,1720,1.0,1160,560,1620,402000,4,0,0,98011
4,2.75,2600,1.0,1560,1040,2600,750000,3,0,0,98115
3,1.5,1570,1.0,1570,0,1740,458000,4,0,0,98045
3,2.5,3530,2.0,3530,0,3220,898000,3,0,0,98006
4,2.5,1960,2.0,1960,0,1870,308000,3,0,0,98092
3,2.5,2230,2.0,2230,0,2480,385000,3,0,0,98058
4,3.0,2720,1.5,1790,930,2260,1020000,5,0,0,98105
3,1.75,1260,1.0,1260,0,1530,240000,3,0,0,98038
3,1.5,1860,1.0,1860,0,1810,217000,4,0,0,98023
4,1.75,2010,1.0,1610,400,3290,972000,5,0,2,98199
2,1.0,820,1.0,820,0,1490,361280,4,0,0,98126
3,1.75,1220,1.0,620,600,1660,385000,3,0,0,98119
3,2.5,2220,2.0,2220,0,1930,475000,4,0,0,98027
4,2.5,2860,1.5,1720,1140,1760,724950,5,0,2,98107
5,4.5,4230,2.0,4230,0,4130,935000,3,0,0,98006
3,1.0,840,1.0,840,0,840,169950,4,0,0,98023
3,2.5,2290,2.0,2290,0,2290,585000,3,0,0,98006
3,2.5,2290,2.0,2290,0,2290,585000,3,0,0,98006
5,3.5,3480,2.0,2890,590,3400,480000,3,0,2,98092
4,2.5,4260,1.5,4100,160,2430,635000,4,0,0,98155
3,2.5,2230,2.0,2230,0,2230,368750,3,0,0,98058
6,2.0,3080,2.0,3080,0,1830,432500,1,0,0,98122
3,2.5,2250,2.0,2250,0,2250,589000,3,0,0,98075
4,3.25,3160,2.0,2280,880,3160,840000,3,0,0,98027
3,2.5,1770,2.0,1770,0,2280,316500,3,0,0,98058
4,2.5,2880,2.0,2880,0,2570,536000,3,0,0,98065
4,2.75,2690,1.0,1750,940,2640,563750,3,0,0,98029
4,1.0,1730,1.5,1730,0,1440,152500,4,0,0,98003
4,1.0,1730,1.5,1730,0,1440,267950,4,0,0,98003
4,2.5,2540,2.0,2540,0,1600,269950,5,0,0,98032
4,3.0,2630,2.0,2630,0,3460,731688,3,0,0,98052
3,1.5,1890,1.0,1190,700,2060,240000,3,0,0,98188
2,1.0,1220,1.0,1220,0,1420,555950,3,0,0,98117
2,1.0,710,1.0,710,0,740,289000,3,0,0,98126
3,2.5,2970,1.0,1770,1200,2990,525000,3,0,0,98074
3,2.5,2970,1.0,1770,1200,2990,745000,3,0,0,98074
2,1.0,1000,1.0,1000,0,1570,397000,3,0,2,98115
3,1.0,1980,1.0,1030,950,1830,233000,3,0,0,98106
4,2.25,1920,2.0,1920,0,2030,625000,4,0,0,98027
3,2.0,2740,2.0,2740,0,2800,535000,3,0,4,98001
3,2.25,1740,1.0,1380,360,1770,270000,3,0,0,98032
3,1.75,1300,1.0,1300,0,1520,360000,3,0,0,98034
4,1.5,2740,2.0,1930,810,1680,1110000,5,0,0,98109
4,1.75,4060,2.0,2890,1170,1860,970000,3,0,3,98199
5,2.5,3490,1.0,1840,1650,2690,915000,4,0,4,98005
4,1.75,1430,1.0,1130,300,2070,412000,4,0,0,98007
4,1.75,1860,1.0,1110,750,1570,265000,4,0,0,98032
4,2.25,2120,1.0,1490,630,1890,426000,4,0,0,98034
4,2.25,1860,1.0,1140,720,1950,266000,3,0,0,98023
3,2.0,2330,1.5,1430,900,1160,325000,3,0,0,98118
3,1.75,1670,1.0,990,680,2140,615000,5,0,2,98144
3,1.75,2130,1.0,1580,550,2180,310000,3,0,0,98023
4,1.75,1900,1.0,1900,0,1420,340000,3,0,0,98034
2,1.0,1170,1.5,1170,0,1660,562500,4,0,0,98103
2,1.0,980,2.0,980,0,1180,447000,3,0,0,98119
4,1.5,2500,1.0,1500,1000,1720,250000,4,0,0,98032
4,2.5,2020,2.0,2020,0,2320,633000,3,0,0,98074
3,2.0,1290,3.0,1290,0,1270,310000,3,0,0,98125
2,1.75,1620,1.5,1620,0,1560,439000,3,0,0,98045
3,3.25,1710,2.0,1360,350,1420,470000,3,0,0,98029
3,2.5,1720,1.0,1720,0,1460,270000,4,0,0,98002
3,1.75,1820,2.0,1820,0,1780,299500,3,0,0,98003
3,1.0,1130,1.0,1130,0,1770,227000,4,0,0,98032
4,2.75,3040,2.0,3040,0,2620,735000,3,1,4,98118
3,3.0,2410,2.0,2410,0,2610,537000,3,0,2,98155
4,2.5,2440,1.0,1660,780,2810,699000,4,0,0,98005
2,1.0,800,1.0,600,200,1720,330000,3,0,0,98115
3,1.0,1030,1.0,1030,0,1630,229000,3,0,0,98168
3,1.0,1480,1.0,940,540,1350,200000,4,0,0,98178
3,1.75,1710,1.0,1710,0,1820,522500,4,0,0,98008
2,0.75,780,1.0,780,0,1620,200000,4,0,0,98058
3,1.75,1260,1.0,1260,0,1460,352000,3,0,0,98034
4,3.0,2590,2.0,2240,350,2260,855000,3,0,2,98115
3,2.5,1580,2.0,1580,0,1560,267000,3,0,0,98198
2,1.75,1660,1.0,1160,500,1660,484000,3,0,0,98105
4,2.75,2950,1.0,2120,830,2840,402000,4,0,0,98042
4,2.25,2240,2.0,1770,470,2120,905000,3,0,0,98122
4,1.75,1940,1.0,1720,220,2000,274000,4,0,0,98030
3,1.75,1850,1.0,1850,0,2110,475000,4,0,0,98010
4,2.0,2280,1.0,1140,1140,2240,628000,3,0,0,98122
6,1.75,2740,1.0,1370,1370,2150,675000,3,0,3,98146
4,3.25,3760,2.0,2740,1020,3280,429900,3,0,0,98038
3,1.5,1580,1.0,1140,440,1540,260000,3,0,0,98148
3,1.75,1600,1.0,1030,570,2150,690000,3,0,0,98112
4,2.25,2100,1.0,2100,0,2400,1080000,5,0,0,98040
4,2.5,2610,2.0,2610,0,2280,360000,3,0,0,98003
3,1.75,1840,1.0,920,920,1220,499000,4,0,0,98117
3,1.0,1320,1.0,1320,0,2140,159000,3,0,0,98055
3,1.75,1540,1.0,940,600,1840,430000,4,0,0,98133
5,2.75,2520,1.0,1660,860,3000,1050000,3,0,0,98004
5,2.5,3780,1.0,1890,1890,2840,725000,4,0,1,98155
3,1.0,1200,1.0,1200,0,1510,150000,3,0,0,98168
4,2.25,2720,2.0,2720,0,2470,840000,4,0,0,98006
4,2.5,3100,2.0,3100,0,3060,499000,3,0,0,98038
3,1.75,1630,1.0,1100,530,1300,285000,3,0,0,98106
4,2.5,1910,1.0,1210,700,1690,340000,3,0,0,98198
4,2.0,1580,1.0,1580,0,1180,405100,4,0,0,98155
3,2.5,1690,2.0,1690,0,2220,464000,3,0,0,98053
4,2.25,1960,1.0,1290,670,2160,723000,4,0,0,98004
8,3.25,4300,2.0,2800,1500,1780,430000,4,0,0,98059
3,1.75,1840,1.0,940,900,1600,645000,3,0,0,98116
5,3.0,2710,2.0,1890,820,2150,925000,3,0,0,98115
4,1.75,2100,1.0,1340,760,1700,759000,3,0,0,98103
4,2.0,1760,1.0,1760,0,1950,690000,3,0,0,98117
4,2.5,2155,2.0,2155,0,2155,358800,3,0,0,98031
5,1.5,1720,1.5,1520,200,2280,683000,3,0,0,98112
3,1.0,1430,1.5,1430,0,1660,650000,3,0,0,98103
5,2.75,2790,1.5,2140,650,1056,288000,4,0,0,98002
3,1.5,1180,1.0,1180,0,2030,209950,4,0,0,98002
3,3.5,2450,2.0,1960,490,2620,939000,3,0,4,98136
3,1.0,1330,1.0,930,400,1440,320000,3,0,0,98108
3,2.25,1940,2.0,1940,0,1800,283748,3,0,0,98023
3,2.25,1600,1.0,1280,320,1600,370000,3,0,0,98011
4,2.75,3210,1.0,1610,1600,2100,399950,4,0,0,98042
5,2.5,2880,1.0,1680,1200,2080,360000,3,0,0,98058
2,1.5,1160,1.0,1160,0,1500,365000,4,0,0,98136
3,2.0,1360,2.0,1360,0,1360,396900,3,0,0,98115
3,2.5,2014,2.0,2014,0,2014,321000,3,0,0,98001
3,2.0,1440,1.0,1440,0,1680,245000,3,0,0,98030
2,1.0,1570,1.5,1570,0,1820,502000,3,0,1,98136
4,2.75,2330,1.0,1800,530,2320,257000,3,0,0,98023
4,1.75,1880,1.0,1010,870,1710,423000,3,0,0,98034
4,2.25,1850,1.0,1850,0,1650,485000,4,0,0,98008
4,2.5,2230,2.0,2230,0,2400,500000,3,0,0,98059
2,1.0,990,1.5,990,0,1480,442000,4,0,2,98126
3,1.75,1720,1.5,1720,0,2000,475000,3,0,0,98105
4,2.25,3230,2.0,3230,0,2820,625000,3,0,0,98028
3,1.0,1180,1.0,820,360,1070,194000,3,0,0,98178
3,2.25,1450,2.0,1450,0,1710,410000,3,0,0,98074
4,2.5,2370,2.0,2370,0,2510,1030000,3,0,0,98004
4,2.5,2570,2.0,2570,0,2060,490000,3,0,0,98065
4,1.75,1870,1.0,1480,390,1670,348500,3,0,0,98034
3,1.0,1220,1.5,1220,0,1350,380000,3,0,0,98103
3,2.0,1770,3.0,1770,0,2010,660000,3,0,0,98122
3,1.0,1500,1.0,1500,0,1500,525000,3,0,0,98105
3,2.0,1110,1.0,1110,0,1390,235000,4,0,0,98002
4,1.75,2360,1.0,1180,1180,1670,397950,4,0,0,98133
3,1.75,1600,1.0,1600,0,2100,268000,3,0,0,98002
3,1.0,1450,1.0,950,500,1880,525000,4,0,1,98118
3,2.5,2680,2.0,2680,0,2680,549950,3,0,0,98011
3,1.75,1150,1.5,1150,0,1530,370000,4,0,0,98033
4,2.25,1870,2.0,1870,0,1650,299000,3,0,0,98003
6,2.75,3400,2.0,2860,540,1800,715000,3,0,2,98107
4,1.5,1810,1.0,1810,0,2060,430000,3,0,0,98034
3,1.75,1860,1.0,1260,600,1850,345000,4,0,0,98058
3,2.5,2130,1.0,1210,920,2030,534640,4,0,0,98072
4,2.5,2370,2.0,2370,0,2090,351000,3,0,0,98031
4,2.25,2290,2.0,2290,0,2040,745000,3,0,0,98005
2,1.0,1120,1.0,750,370,1530,320000,3,0,1,98126
3,2.0,1810,1.0,1810,0,2230,555700,4,0,0,98008
4,2.5,3220,2.0,3220,0,3050,690000,3,0,0,98072
3,1.75,1660,1.0,1660,0,2060,449000,4,0,0,98155
2,1.0,850,1.0,850,0,1100,308500,4,0,0,98155
4,2.5,2665,2.0,2665,0,2665,340000,3,0,0,98030
4,2.75,2580,1.5,1710,870,1980,937750,5,0,0,98115
4,2.5,3200,2.0,3200,0,3770,725126,3,0,0,98059
3,1.0,840,1.0,840,0,1010,135000,3,0,0,98178
4,2.5,2970,1.0,2020,950,1410,635000,3,0,0,98125
2,1.0,790,1.0,790,0,1970,245500,3,0,0,98011
6,1.5,2140,1.5,2140,0,1710,230000,4,0,0,98001
5,2.5,2180,1.0,1200,980,1840,425000,4,0,0,98133
2,1.0,1060,1.5,1060,0,2240,220000,3,0,0,98125
3,2.0,1860,1.5,1860,0,1620,370000,3,0,0,98155
3,2.0,1840,1.0,960,880,1810,390000,5,0,0,98059
3,1.75,1340,1.0,1340,0,1520,239000,4,0,0,98042
4,2.25,2320,2.0,2320,0,2170,345000,3,0,0,98058
3,2.5,2110,1.0,2110,0,1680,289000,4,0,0,98030
5,1.5,1840,1.5,1840,0,1690,285000,4,0,0,98198
3,2.0,1080,1.0,1080,0,1410,147400,2,0,0,98146
2,1.0,1290,1.0,1290,0,1940,600000,3,0,0,98112
3,2.25,2210,1.0,1540,670,2230,245000,3,0,0,98178
3,2.25,2210,1.0,1540,670,2230,520000,3,0,0,98178
3,2.25,1410,1.0,1170,240,1560,352500,3,0,2,98065
5,3.5,3740,2.0,2760,980,2880,448000,3,0,0,98038
4,2.75,2440,1.0,1200,1240,1790,270000,3,0,0,98032
3,2.5,2040,1.0,1840,200,1820,872500,3,0,0,98109
3,1.5,1660,1.0,980,680,1770,225000,3,0,0,98168
4,2.0,1640,1.5,1640,0,1900,735000,4,0,0,98119
3,1.0,1310,1.0,1310,0,1680,375000,3,0,0,98034
3,1.75,1720,1.0,1720,0,1970,169000,3,0,0,98032
3,1.75,1720,1.0,1720,0,1970,279950,3,0,0,98032
3,2.25,1960,2.0,1750,210,1760,310000,3,0,0,98118
4,2.5,3240,2.0,3240,0,3340,975000,4,0,0,98005
10,2.0,3610,2.0,3010,600,2040,650000,4,0,0,98006
2,1.5,1800,1.0,1000,800,2270,930000,3,0,2,98109
4,1.5,1960,1.0,980,980,1300,412000,3,0,0,98106
3,1.0,1250,1.0,1250,0,1800,225000,3,0,0,98178
3,2.5,2120,2.0,2120,0,1930,507000,3,0,0,98133
3,2.5,1340,2.0,1340,0,1060,230000,3,0,0,98038
1,2.0,1780,2.0,1780,0,1780,316000,3,0,0,98045
5,3.25,3920,2.0,3030,890,2660,616200,3,0,0,98065
3,1.75,1690,1.0,1690,0,2290,509900,3,0,0,98053
4,2.5,2570,2.0,2570,0,2140,370000,3,0,0,98058
3,1.75,1870,1.0,1870,0,1820,619100,3,0,0,98033
3,2.25,2860,1.0,2290,570,2030,805000,5,0,1,98166
2,1.5,1670,1.0,1090,580,1670,612125,3,0,0,98119
2,1.5,1070,3.0,1070,0,1100,350000,3,0,0,98115
2,1.0,940,1.0,940,0,1450,225000,3,0,0,98055
3,2.5,2588,2.0,2588,0,2389,335000,3,0,0,98042
5,3.25,3500,2.0,3500,0,3500,972800,3,0,0,98059
